,game_date,play_id,play_type_nfl,punt_inside_twenty,game_id,possession_team,home_team,away_team,home_score,away_score,total_home_score,total_away_score,win_percentage,game_half,game_seconds_remaining,play_type,defense_win_percentage,return_yards,return_touchdown
207408,2021-10-17,2257.0,PUNT,0.0,2021_06_DAL_NE,DAL,NE,DAL,29,35,14.0,10.0,0.25786287,Half2,1592.0,punt,0.74213713,23.0,0.0
207886,2021-10-17,994.0,PUNT,0.0,2021_06_KC_WAS,WAS,WAS,KC,13,31,3.0,7.0,0.30293748,Half1,2632.0,punt,0.6970625,31.0,0.0
207972,2021-10-17,3129.0,PUNT,0.0,2021_06_KC_WAS,WAS,WAS,KC,13,31,13.0,17.0,0.29034477,Half2,1072.0,punt,0.7096552,25.0,0.0
209680,2021-10-24,128.0,PUNT,0.0,2021_07_CHI_TB,CHI,TB,CHI,38,3,0.0,0.0,0.35344067,Half1,3484.0,punt,0.64655936,43.0,0.0
209901,2021-10-24,1094.0,PUNT,0.0,2021_07_CIN_BAL,CIN,BAL,CIN,17,41,3.0,3.0,0.40415457,Half1,2515.0,punt,0.59584546,21.0,0.0
210400,2021-10-24,393.0,PUNT,0.0,2021_07_HOU_ARI,ARI,ARI,HOU,31,5,0.0,0.0,0.48014095,Half1,3217.0,punt,0.5198591,20.0,0.0
212417,2021-10-31,2427.0,PUNT,0.0,2021_08_JAX_SEA,JAX,SEA,JAX,31,7,24.0,0.0,0.004732318,Half2,1328.0,punt,0.9952677,20.0,0.0
212885,2021-10-31,710.0,PUNT,0.0,2021_08_NE_LAC,LAC,LAC,NE,24,27,7.0,7.0,0.49344638,Half1,2875.0,punt,0.50655365,21.0,0.0
212914,2021-10-31,1378.0,PUNT,0.0,2021_08_NE_LAC,LAC,LAC,NE,24,27,14.0,7.0,0.63896775,Half1,2224.0,punt,0.36103225,22.0,0.0
212962,2021-10-31,2477.0,PUNT,0.0,2021_08_NE_LAC,LAC,LAC,NE,24,27,14.0,13.0,0.5765992,Half2,1441.0,punt,0.42340082,27.0,0.0
213700,2021-10-31,2912.0,PUNT,0.0,2021_08_SF_CHI,CHI,CHI,SF,22,33,16.0,15.0,0.5710472,Half2,1031.0,punt,0.4289528,21.0,0.0
214433,2021-11-07,3253.0,PUNT,0.0,2021_09_ARI_SF,ARI,SF,ARI,17,31,14.0,31.0,0.97684014,Half2,671.0,punt,0.023159862,27.0,0.0
214638,2021-11-07,4101.0,PUNT,0.0,2021_09_ATL_NO,ATL,NO,ATL,25,27,19.0,24.0,0.7288337,Half2,179.0,punt,0.27116632,26.0,0.0
217192,2021-11-14,834.0,PUNT,0.0,2021_10_BUF_NYJ,NYJ,NYJ,BUF,17,45,0.0,10.0,0.19611669,Half1,2918.0,punt,0.8038833,26.0,0.0
217710,2021-11-14,992.0,PUNT,0.0,2021_10_DET_PIT,PIT,PIT,DET,16,16,7.0,0.0,0.67903763,Half1,2667.0,punt,0.32096237,48.0,0.0
218097,2021-11-14,769.0,PUNT,0.0,2021_10_KC_LV,LV,LV,KC,14,41,0.0,7.0,0.32496205,Half1,2745.0,punt,0.675038,37.0,0.0
218416,2021-11-14,290.0,PUNT,0.0,2021_10_MIN_LAC,LAC,LAC,MIN,20,27,0.0,0.0,0.5388197,Half1,3291.0,punt,0.46118033,45.0,0.0
222471,2021-11-25,1414.0,PUNT,0.0,2021_12_CHI_DET,DET,DET,CHI,14,16,7.0,3.0,0.7380005,Half1,2136.0,punt,0.2619995,22.0,0.0
222625,2021-11-28,1158.0,PUNT,0.0,2021_12_CLE_BAL,CLE,BAL,CLE,16,10,3.0,0.0,0.27251944,Half1,2566.0,punt,0.72748053,22.0,0.0
223132,2021-11-25,122.0,PUNT,0.0,2021_12_LV_DAL,DAL,DAL,LV,33,36,0.0,0.0,0.501189,Half1,3495.0,punt,0.498811,21.0,0.0
226387,2021-12-05,1548.0,PUNT,0.0,2021_13_PHI_NYJ,NYJ,NYJ,PHI,18,33,18.0,21.0,0.32450476,Half1,1942.0,punt,0.67549527,20.0,0.0
226535,2021-12-05,1101.0,PUNT,0.0,2021_13_SF_SEA,SEA,SEA,SF,30,23,7.0,14.0,0.2488806,Half1,2700.0,punt,0.7511194,22.0,0.0
227616,2021-12-12,299.0,PUNT,0.0,2021_14_CHI_GB,GB,GB,CHI,45,30,0.0,0.0,0.54606485,Half1,3262.0,punt,0.45393515,34.0,0.0
227678,2021-12-12,1759.0,PUNT,0.0,2021_14_CHI_GB,GB,GB,CHI,45,30,14.0,23.0,0.4425503,Half1,1914.0,punt,0.5574497,97.0,1.0
228711,2021-12-12,1002.0,PUNT,0.0,2021_14_NO_NYJ,NO,NYJ,NO,9,30,0.0,3.0,0.5896511,Half1,2604.0,punt,0.4103489,28.0,0.0
229371,2021-12-12,3117.0,PUNT,0.0,2021_14_SEA_HOU,HOU,HOU,SEA,13,33,13.0,19.0,0.20534627,Half2,711.0,punt,0.7946537,22.0,0.0
229936,2021-12-19,3175.0,PUNT,0.0,2021_15_ATL_SF,,SF,ATL,31,13,31.0,13.0,0.9903138,Half2,588.0,punt,0.009686172,23.0,0.0
230801,2021-12-19,2707.0,PUNT,0.0,2021_15_HOU_JAX,,JAX,HOU,16,30,13.0,23.0,0.8212673,Half2,1133.0,punt,0.1787327,48.0,0.0
231060,2021-12-20,219.0,PUNT,0.0,2021_15_LV_CLE,CLE,CLE,LV,14,16,0.0,0.0,0.48805323,Half1,3366.0,punt,0.5119468,29.0,0.0
231093,2021-12-20,1059.0,PUNT,0.0,2021_15_LV_CLE,LV,CLE,LV,14,16,0.0,7.0,0.69977576,Half1,2569.0,punt,0.30022424,20.0,0.0
231621,2021-12-19,766.0,PUNT,0.0,2021_15_NO_TB,,TB,NO,0,9,0.0,3.0,0.47264323,Half1,2942.0,punt,0.52735674,34.0,0.0
232123,2021-12-19,347.0,PUNT,0.0,2021_15_TEN_PIT,,PIT,TEN,19,13,0.0,0.0,0.4986434,Half1,3329.0,punt,0.5013566,55.0,0.0
232854,2021-12-26,972.0,PUNT,0.0,2021_16_CHI_SEA,SEA,SEA,CHI,24,25,7.0,0.0,0.6441189,Half1,2633.0,punt,0.3558811,28.0,0.0
233541,2021-12-25,2288.0,PUNT,0.0,2021_16_IND_ARI,IND,ARI,IND,16,22,6.0,12.0,0.7116221,Half2,1650.0,punt,0.28837788,48.0,0.0
233914,2021-12-26,2568.0,PUNT,0.0,2021_16_LA_MIN,MIN,MIN,LA,23,30,10.0,19.0,0.35968894,Half2,1342.0,punt,0.64031106,61.0,1.0
234421,2021-12-26,2496.0,PUNT,0.0,2021_16_NYG_PHI,NYG,PHI,NYG,34,10,10.0,3.0,0.17826015,Half2,1502.0,punt,0.82173985,39.0,0.0
234679,2021-12-26,3997.0,PUNT,0.0,2021_16_PIT_KC,KC,KC,PIT,36,10,36.0,10.0,0.99987376,Half2,148.0,punt,0.00012624264,20.0,0.0
234951,2021-12-26,2222.0,PUNT,0.0,2021_16_TB_CAR,CAR,CAR,TB,6,32,6.0,19.0,0.088432774,Half2,1663.0,punt,0.9115672,20.0,0.0
235065,2021-12-26,658.0,PUNT,0.0,2021_16_WAS_DAL,WAS,DAL,WAS,56,14,7.0,0.0,0.27996972,Half1,3082.0,punt,0.7200303,21.0,0.0
236635,2022-01-02,577.0,PUNT,0.0,2021_17_KC_CIN,CIN,CIN,KC,34,31,0.0,7.0,0.373063,Half1,3113.0,punt,0.62693703,29.0,0.0
236992,2022-01-02,660.0,PUNT,0.0,2021_17_LV_IND,IND,IND,LV,20,23,0.0,7.0,0.35451648,Half1,2877.0,punt,0.6454835,41.0,0.0
237387,2022-01-02,2097.0,PUNT,0.0,2021_17_MIN_GB,MIN,GB,MIN,37,10,20.0,3.0,0.053397425,Half2,1712.0,punt,0.9466026,21.0,0.0
238757,2022-01-09,1929.0,PUNT,0.0,2021_18_GB_DET,DET,DET,GB,37,30,17.0,13.0,0.61872834,Half2,1785.0,punt,0.38127166,23.0,0.0
240063,2022-01-09,3133.0,PUNT,0.0,2021_18_PIT_BAL,BAL,BAL,PIT,13,16,10.0,6.0,0.6854381,Half2,499.0,punt,0.3145619,23.0,0.0
240360,2022-01-09,1063.0,PUNT,0.0,2021_18_SF_LA,SF,LA,SF,24,27,10.0,0.0,0.13728641,Half1,2308.0,punt,0.8627136,31.0,0.0
241308,2022-01-15,3170.0,PUNT,0.0,2021_19_NE_BUF,NE,BUF,NE,47,17,40.0,10.0,7.2110066e-05,Half2,632.0,punt,0.9999279,52.0,0.0
241479,2022-01-16,3334.0,PUNT,0.0,2021_19_PHI_TB,TB,TB,PHI,31,15,31.0,0.0,0.99982786,Half2,784.0,punt,0.00017213821,31.0,0.0
241526,2022-01-16,118.0,PUNT,0.0,2021_19_PIT_KC,PIT,KC,PIT,42,21,0.0,0.0,0.35344067,Half1,3512.0,punt,0.64655936,21.0,0.0
241543,2022-01-16,499.0,PUNT,0.0,2021_19_PIT_KC,PIT,KC,PIT,42,21,0.0,0.0,0.3379735,Half1,3106.0,punt,0.6620265,48.0,0.0
242025,2022-01-23,3078.0,PUNT,0.0,2021_20_BUF_KC,BUF,KC,BUF,42,36,23.0,21.0,0.27267495,Half2,704.0,punt,0.7273251,45.0,0.0
242300,2022-01-23,1208.0,PUNT,0.0,2021_20_LA_TB,TB,TB,LA,27,30,3.0,17.0,0.13366272,Half1,2610.0,punt,0.8663373,21.0,0.0
242354,2022-01-23,2481.0,PUNT,0.0,2021_20_LA_TB,TB,TB,LA,27,30,3.0,20.0,0.041715167,Half2,1539.0,punt,0.95828485,33.0,0.0
242983,2022-02-13,633.0,PUNT,0.0,2021_22_LA_CIN,LA,CIN,LA,20,23,0.0,7.0,0.65873283,Half1,2843.0,punt,0.34126717,20.0,0.0
